"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Justice Liggins",3000,"Final",0,"IND"
"WR","Josh Reynolds",3000,"Final",0.000,"LAR"
"WR","Michael Thomas",3000,"Final",0,"LAR"
"WR","Harvey Binford",3000,"Final",0,"IND"
"WR","K.D. Cannon",3000,"Final",0,"LAR"
"RB","Marcel Reece",3000,"Final",0,"SEA"
"WR","Rodney Smith",3000,"Final",0,"SEA"
"WR","Jamel Johnson",3000,"Final",0,"SEA"
"RB","Tre Madden",3000,"Final",0.000,"SEA"
"WR","Tanner McEvoy",3000,"Final",0.000,"SEA"
"RB","Aaron Ripkowski",3000,"Final",0.000,"GB"
"RB","Joe Kerridge",3000,"Final",0,"GB"
"RB","J.D. McKissic",3000,"Final",0,"SEA"
"WR","Trevor Davis",3000,"Final",0.000,"GB"
"WR","Kenny Lawler Jr.",3000,"Final",0,"SEA"
"WR","Darreus Rogers",3000,"Final",0,"SEA"
"WR","Max McCaffrey",3000,"Final",0,"GB"
"RB","Mike Davis",3000,"Final",0,"SEA"
"WR","Amara Darboh",3000,"Final",0.000,"SEA"
"WR","Montay Crockett",3000,"Final",0,"GB"
"RB","Alex Collins",3000,"Final",0,"SEA"
"RB","William Stanback",3000,"Final",0,"GB"
"WR","DeAngelo Yancey",3000,"Final",0,"GB"
"WR","Colby Pearson",3000,"Final",0,"GB"
"RB","Kalif Phillips",3000,"Final",0,"GB"
"WR","Geronimo Allison",3000,"Final",0,"GB"
"WR","Malachi Dupre",3000,"Final",0,"GB"
"RB","Chris Carson",3000,"Final",5.900,"SEA"
"WR","Michael Clark",3000,"Final",0,"GB"
"WR","Cyril Grayson",3000,"Final",0,"SEA"
"WR","David Moore",3000,"Final",0,"SEA"
"RB","Darrel Young",3000,"Final",0,"CAR"
"WR","Louis Murphy",3000,"Final",0,"SF"
"WR","Brenton Bersin",3000,"Final",0,"CAR"
"WR","TJ Graham",3000,"Final",0,"CAR"
"RB","Kyle Juszczyk",3000,"Final",3.700,"SF"
"RB","Kapri Bibbs",3000,"Final",0,"SF"
"WR","Damiere Byrd",3000,"Final",0.000,"CAR"
"RB","Raheem Mostert",3000,"Final",0.000,"SF"
"WR","Keyarris Garrett",3000,"Final",0,"CAR"
"RB","Jalen Simmons",3000,"Final",0,"CAR"
"WR","DeAndre Carter",3000,"Final",0,"SF"
"WR","Mose Frazier",3000,"Final",0,"CAR"
"WR","Aaron Burbridge",3000,"Final",0,"SF"
"RB","Cameron Artis-Payne",3000,"Final",0,"CAR"
"WR","Trent Taylor",3000,"Final",1.800,"SF"
"RB","Tyler McCloskey",3000,"Final",0,"SF"
"WR","Fred Ross Jr.",3000,"Final",0,"CAR"
"WR","DeAndre Smelter",3000,"Final",0,"SF"
"WR","Austin Duke",3000,"Final",0,"CAR"
"WR","Victor Bolden Jr.",3000,"Final",0,"SF"
"RB","Matt Breida",3000,"Final",1.100,"SF"
"WR","Kendrick Bourne",3000,"Final",0.000,"SF"
"WR","Tim Patrick",3000,"Final",0,"SF"
"RB","Alex Armah",3000,"Final",0,"CAR"
"RB","Rashad Jennings",3000,"Final",0,"NYG"
"RB","Shaun Draughn",3000,"Final",0,"NYG"
"WR","Dwayne Harris",3000,"Final",0.000,"NYG"
"WR","Brice Butler",3000,"Final",4.000,"DAL"
"WR","Kevin Norwood",3000,"Final",0,"NYG"
"WR","Uzoma Nwachukwu",3000,"Final",0,"DAL"
"RB","Ronnie Hillman",3000,"Final",0,"DAL"
"WR","Javontee Herndon",3000,"Final",0,"DAL"
"RB","Keith Smith",3000,"Final",0.000,"DAL"
"RB","Jacob Huesman",3000,"Final",0,"NYG"
"WR","Darius Powe",3000,"Final",0,"NYG"
"WR","Marquis Bundy",3000,"Final",0,"NYG"
"RB","Shane Smith",3000,"Final",0.000,"NYG"
"WR","Canaan Severin",3000,"Final",0,"NYG"
"WR","Ed Eagan",3000,"Final",0,"NYG"
"WR","Ryan Switzer",3000,"Final",0.000,"DAL"
"WR","Jerome Lane",3000,"Final",0,"NYG"
"WR","Keeon Johnson",3000,"Final",0,"NYG"
"WR","Lance Lenoir",3000,"Final",0,"DAL"
"WR","Karel Hamilton",3000,"Final",0,"DAL"
"RB","Khalid Abdullah",3000,"Final",0,"NYG"
"WR","Brian Brown",3000,"Final",0,"DAL"
"WR","Travis Rudolph",3000,"Final",0,"NYG"
"WR","Noah Brown",3000,"Final",0,"DAL"
"WR","C.J. Germany",3000,"Final",0,"NYG"
"WR","Kevin Snead",3000,"Final",0,"NYG"
"RB","Brandon Brown-Dukes",3000,"Final",0,"DAL"
"RB","John Kuhn",3000,"Final",0.200,"NO"
"RB","Travaris Cadet",3000,"Final",0,"NO"
"WR","Michael Floyd",3000,"Final",0,"MIN"
"RB","Zach Line",3000,"Final",0,"NO"
"WR","Jarius Wright",3000,"Final",3.100,"MIN"
"WR","Corey Fuller",3000,"Final",0,"NO"
"RB","Bronson Hill",3000,"Final",0,"MIN"
"RB","Daniel Lasco II",3000,"Final",0,"NO"
"WR","Tommylee Lewis",3000,"Final",7.200,"NO"
"WR","Travin Dural",3000,"Final",0,"NO"
"WR","Isaac Fruechte",3000,"Final",0,"MIN"
"WR","Cayleb Jones",3000,"Final",0,"MIN"
"RB","Trey Edmunds",3000,"Final",0.000,"NO"
"RB","Terrell Newby",3000,"Final",0,"MIN"
"WR","Stacy Coley",3000,"Final",0.000,"MIN"
"WR","Rodney Adams",3000,"Final",0,"MIN"
"RB","Darius Victor",3000,"Final",0,"NO"
"WR","R.J. Shelton",3000,"Final",0,"MIN"
"WR","Jake Lampman",3000,"Final",0,"NO"
"WR","De'Quan Hampton",3000,"Final",0,"NO"
"WR","Moritz Boehringer",3000,"Final",0,"MIN"
"RB","C.J. Ham",3000,"Final",0.000,"MIN"
"WR","Dan Arnold",3000,"Final",0,"NO"
"DST","Chargers ",3000,"Final",8.000,"LAC"
"TE","Antonio Gates",3000,"Final",3.700,"LAC"
"RB","Stevan Ridley",3000,"Final",0,"DEN"
"RB","Kenjon Barner",3000,"Final",0,"LAC"
"WR","Bennie Fowler",3000,"Final",17.100,"DEN"
"WR","Marlon Brown",3000,"Final",0,"DEN"
"WR","Jordan Taylor",3000,"Final",0,"DEN"
"RB","Andre Williams",3000,"Final",0,"LAC"
"RB","Juwan Thompson",3000,"Final",0,"DEN"
"WR","Da'Ron Brown",3000,"Final",0,"LAC"
"WR","Geremy Davis",3000,"Final",0.000,"LAC"
"WR","Isaiah Burse",3000,"Final",0,"LAC"
"RB","Derek Watt",3000,"Final",0.000,"LAC"
"WR","Jamaal Jones",3000,"Final",0,"LAC"
"WR","Cody Latimer",3000,"Final",0.000,"DEN"
"RB","Kenneth Farrow",3000,"Final",0,"LAC"
"RB","Andy Janovich",3000,"Final",0.000,"DEN"
"WR","Anthony Nash",3000,"Final",0,"DEN"
"WR","Cameron Posey",3000,"Final",0,"LAC"
"WR","Mitchell Paige",3000,"Final",0,"LAC"
"WR","Carlos Henderson",3000,"Final",0,"DEN"
"WR","Andre Patton",3000,"Final",0,"LAC"
"RB","Austin Ekeler",3000,"Final",3.800,"LAC"
"WR","Isaiah McKenzie",3000,"Final",0.000,"DEN"
"WR","Artavis Scott",3000,"Final",0,"LAC"
"WR","Hunter Sharp",3000,"Final",0,"DEN"
"RB","Stanley Williams",3000,"Final",0,"DEN"
"TE","Julius Thomas",2900,"Postponed",0,"MIA"
"DST","Seahawks ",2900,"Final",7.000,"SEA"
"DST","Cowboys ",2900,"Final",12.000,"DAL"
"TE","Evan Engram",2900,"Final",8.400,"NYG"
"DST","Vikings ",2900,"Final",2.000,"MIN"
"TE","Coby Fleener",2900,"Final",16.400,"NO"
"TE","Zach Miller",2800,"Final",7.900,"CHI"
"DST","Ravens ",2800,"Final",25.000,"BAL"
"TE","Benjamin Watson",2800,"Final",0.000,"BAL"
"TE","Vance McDonald",2800,"Final",0.000,"PIT"
"DST","Cardinals ",2800,"Final",8.000,"ARI"
"DST","Dolphins ",2800,"Postponed",0,"MIA"
"TE","Austin Seferian-Jenkins",2700,"Final",0,"NYJ"
"TE","David Njoku",2700,"Final",4.000,"CLE"
"TE","Jermaine Gresham",2700,"Final",4.500,"ARI"
"TE","Ryan Griffin",2700,"Final",0.000,"HOU"
"DST","Eagles ",2700,"Final",22.000,"PHI"
"DST","Colts ",2700,"Final",2.000,"IND"
"TE","Erik Swoope",2700,"Final",0,"IND"
"TE","Richard Rodgers",2700,"Final",0.000,"GB"
"TE","Virgil Green",2700,"Final",5.400,"DEN"
"TE","Will Tye",2600,"Final",6.400,"NYJ"
"TE","Maxx Williams",2600,"Final",1.500,"BAL"
"DST","Lions ",2600,"Final",16.000,"DET"
"DST","Titans ",2600,"Final",2.000,"TEN"
"TE","Tyler Higbee",2600,"Final",3.700,"LAR"
"TE","Garrett Celek",2600,"Final",0.000,"SF"
"DST","Giants ",2600,"Final",2.000,"NYG"
"TE","A.J. Derby",2600,"Final",6.400,"DEN"
"TE","Jake Butt",2600,"Final",0,"DEN"
"TE","Chris Gragg",2500,"Final",0,"NYJ"
"TE","Logan Thomas",2500,"Final",0.000,"BUF"
"TE","Eric Tomlinson",2500,"Final",4.500,"NYJ"
"TE","Neal Sterling",2500,"Final",0,"NYJ"
"TE","Busta Anderson",2500,"Final",0,"BUF"
"TE","Nick O'Leary",2500,"Final",3.200,"BUF"
"TE","Wes Saxton",2500,"Final",0,"BUF"
"TE","Jason Croom",2500,"Final",0,"BUF"
"TE","Jordan Leggett",2500,"Final",0,"NYJ"
"TE","Brandon Barnes",2500,"Final",0,"NYJ"
"TE","Jason Vander Laan",2500,"Final",0,"NYJ"
"TE","Khari Lee",2500,"Final",0,"BUF"
"TE","Jacob Tamme",2500,"Final",0,"ATL"
"TE","Andrew DePaola",2500,"Final",0.000,"CHI"
"TE","Patrick Scales",2500,"Final",0,"CHI"
"TE","Levine Toilolo",2500,"Final",0.000,"ATL"
"TE","Dion Sims",2500,"Final",5.100,"CHI"
"TE","Alex Gray",2500,"Final",0,"ATL"
"TE","MyCole Pruitt",2500,"Final",0,"CHI"
"TE","Daniel Brown",2500,"Final",0.000,"CHI"
"TE","Joshua Perkins",2500,"Final",0,"ATL"
"TE","Darion Griswold",2500,"Final",0,"ATL"
"TE","Ben Braunecker",2500,"Final",0,"CHI"
"TE","Eric Saubert",2500,"Final",0.000,"ATL"
"TE","Adam Shaheen",2500,"Final",0.000,"CHI"
"TE","Clark Harris",2500,"Final",0.000,"CIN"
"TE","Larry Donnell",2500,"Final",0,"BAL"
"TE","Ryan Hewitt",2500,"Final",0.000,"CIN"
"TE","Tyler Kroft",2500,"Final",1.500,"CIN"
"TE","C.J. Uzomah",2500,"Final",0,"CIN"
"TE","Ryan Malleck",2500,"Final",0,"BAL"
"TE","Nick Boyle",2500,"Final",2.400,"BAL"
"TE","Mason Schreck",2500,"Final",0,"CIN"
"TE","Cethan Carter",2500,"Final",0.000,"CIN"
"TE","Gary Barnidge",2500,"Final",0,"CLE"
"TE","David Johnson",2500,"Final",0,"PIT"
"TE","Ladarius Green",2500,"Final",0,"PIT"
"TE","Xavier Grimble",2500,"Final",0.000,"PIT"
"TE","Randall Telfer",2500,"Final",0.000,"CLE"
"TE","Jake McGee",2500,"Final",0,"PIT"
"TE","Seth DeValve",2500,"Final",8.200,"CLE"
"TE","Taylor McNamara",2500,"Final",0,"CLE"
"TE","Nate Iese",2500,"Final",0,"CLE"
"TE","J.P. Holtz",2500,"Final",0,"CLE"
"TE","Phazahn Odom",2500,"Final",0,"PIT"
"TE","Darren Fells",2500,"Final",0.000,"DET"
"TE","Ifeanyi Momah",2500,"Final",0.000,"ARI"
"TE","Gerald Christian",2500,"Final",0,"ARI"
"TE","Troy Niklas",2500,"Final",0.000,"ARI"
"TE","Robert Tonyan",2500,"Final",0,"DET"
"TE","Hakeem Valles",2500,"Final",0,"ARI"
"TE","Cole Wick",2500,"Final",0,"DET"
"TE","Scott Orndoff",2500,"Final",0,"DET"
"TE","Ricky Seals-Jones",2500,"Final",0,"ARI"
"TE","Michael Roberts",2500,"Final",0.000,"DET"
"TE","Marcedes Lewis",2500,"Final",0.000,"JAX"
"TE","Mychal Rivera",2500,"Final",0,"JAX"
"TE","RaShaun Allen",2500,"Final",0,"HOU"
"TE","Alex Ellis",2500,"Final",0,"JAX"
"TE","Stephen Anderson",2500,"Final",3.400,"HOU"
"TE","Ben Koyack",2500,"Final",0.000,"JAX"
"TE","Evan Baylis",2500,"Final",0,"HOU"
"TE","Caleb Bluiett",2500,"Final",0,"JAX"
"TE","David Grinnage",2500,"Final",0,"JAX"
"TE","Anthony Fasano",2500,"Postponed",0,"MIA"
"TE","Luke Stocker",2500,"Postponed",0,"TB"
"TE","Chris Pantale",2500,"Postponed",0,"MIA"
"TE","MarQueis Gray",2500,"Postponed",0,"MIA"
"TE","Tevin Westbrook",2500,"Postponed",0,"TB"
"TE","Alan Cross",2500,"Postponed",0,"TB"
"TE","Thomas Duarte",2500,"Postponed",0,"MIA"
"TE","Antony Auclair",2500,"Postponed",0,"TB"
"DST","Raiders ",2500,"Final",2.000,"OAK"
"TE","Lee Smith",2500,"Final",0.000,"OAK"
"TE","Beau Brinkley",2500,"Final",0.000,"TEN"
"TE","Gabe Holmes",2500,"Final",0,"OAK"
"TE","Jerome Cunningham",2500,"Final",0,"TEN"
"TE","Cooper Helfet",2500,"Final",0,"OAK"
"TE","Clive Walford",2500,"Final",0.000,"OAK"
"TE","Jace Amaro",2500,"Final",0,"TEN"
"TE","Tim Semisch",2500,"Final",0,"TEN"
"TE","Phillip Supernaw",2500,"Final",0.000,"TEN"
"TE","Ryan O'Malley",2500,"Final",0,"OAK"
"TE","Pharaoh Brown",2500,"Final",0,"OAK"
"TE","Jonnu Smith",2500,"Final",0.000,"TEN"
"TE","Brent Celek",2500,"Final",2.100,"PHI"
"TE","Niles Paul",2500,"Final",0.000,"WAS"
"TE","Trey Burton",2500,"Final",0.000,"PHI"
"TE","Manasseh Garner",2500,"Final",0,"WAS"
"TE","Anthony Denham",2500,"Final",0,"PHI"
"TE","Jeremy Sprinkle",2500,"Final",0,"WAS"
"TE","E.J. Bibbs",2500,"Final",0,"WAS"
"TE","Adam Zaruba",2500,"Final",0,"PHI"
"TE","Billy Brown",2500,"Final",0,"PHI"
"TE","Cory Harkey",2500,"Final",0,"LAR"
"TE","Brandon Williams",2500,"Final",0.000,"IND"
"TE","Temarrick Hemingway",2500,"Final",0,"LAR"
"TE","Henry Krieger-Coble",2500,"Final",0,"IND"
"TE","Travis Wilson",2500,"Final",0,"LAR"
"TE","Derek Carrier",2500,"Final",2.200,"LAR"
"TE","Johnny Mundt",2500,"Final",0,"LAR"
"TE","Darrell Daniels",2500,"Final",0.000,"IND"
"TE","Gerald Everett",2500,"Final",4.900,"LAR"
"TE","Steven Wroblewski",2500,"Final",0,"IND"
"DST","Packers ",2500,"Final",9.000,"GB"
"TE","Lance Kendricks",2500,"Final",3.800,"GB"
"TE","Luke Willson",2500,"Final",0.000,"SEA"
"TE","Tyler Ott",2500,"Final",0.000,"SEA"
"TE","Marcus Lucas",2500,"Final",0,"SEA"
"TE","Nick Vannett",2500,"Final",2.000,"SEA"
"TE","Stevie Donatell",2500,"Final",0,"SEA"
"TE","Aaron Peck",2500,"Final",0,"GB"
"TE","Tyrone Swoopes",2500,"Final",0,"SEA"
"TE","Beau Sandland",2500,"Final",0,"GB"
"TE","Emanuel Byrd",2500,"Final",0,"GB"
"TE","Ed Dickson",2500,"Final",0.000,"CAR"
"TE","Logan Paulsen",2500,"Final",0.000,"SF"
"TE","Kyle Nelson",2500,"Final",0.000,"SF"
"TE","Eric Wallace",2500,"Final",0,"CAR"
"TE","Chris Manhertz",2500,"Final",0.000,"CAR"
"TE","Scott Simonson",2500,"Final",0,"CAR"
"TE","Bryce Williams",2500,"Final",0,"CAR"
"TE","Cole Hikutini",2500,"Final",0,"SF"
"TE","George Kittle",2500,"Final",7.700,"SF"
"TE","Rhett Ellison",2500,"Final",1.900,"NYG"
"TE","James Hanna",2500,"Final",0.000,"DAL"
"TE","Connor Hamlett",2500,"Final",0,"DAL"
"TE","M.J. McFarland",2500,"Final",0,"DAL"
"TE","Matt LaCosse",2500,"Final",0,"NYG"
"TE","Jerell Adams",2500,"Final",0.000,"NYG"
"TE","Colin Thompson",2500,"Final",0,"NYG"
"TE","Rico Gathers",2500,"Final",0,"DAL"
"TE","Blake Jarwin",2500,"Final",0,"DAL"
"TE","Geoff Swaim",2500,"Final",0.000,"DAL"
"TE","John Phillips",2500,"Final",0,"NO"
"TE","Michael Hoomanawanui",2500,"Final",0.000,"NO"
"TE","Nick Truesdell",2500,"Final",0,"MIN"
"TE","Kevin McDermott",2500,"Final",0.000,"MIN"
"TE","Josh Hill",2500,"Final",0.000,"NO"
"TE","Blake Bell",2500,"Final",0.000,"MIN"
"TE","Kyle Carter",2500,"Final",0,"MIN"
"TE","David Morgan",2500,"Final",0.000,"MIN"
"TE","Josiah Price",2500,"Final",0,"MIN"
"TE","Garrett Griffin",2500,"Final",0,"NO"
"TE","Bucky Hodges",2500,"Final",0,"MIN"
"TE","Braedon Bowman",2500,"Final",0,"NO"
"TE","Jeff Cumberland",2500,"Final",0,"LAC"
"TE","Sean McGrath",2500,"Final",0,"LAC"
"TE","Jeff Heuerman",2500,"Final",3.000,"DEN"
"TE","Austin Traylor",2500,"Final",0,"DEN"
"TE","Steven Scheu",2500,"Final",0,"DEN"
"TE","Matt Weiser",2500,"Final",0,"LAC"
"TE","Sean Culkin",2500,"Final",0.000,"LAC"
"TE","Mike Estes",2500,"Final",0,"LAC"
"DST","Jets ",2400,"Final",4.000,"NYJ"
"DST","Saints ",2400,"Final",0.000,"NO"
"DST","Bears ",2200,"Final",2.000,"CHI"
"DST","49ers ",2100,"Final",4.000,"SF"
"DST","Browns ",2000,"Final",3.000,"CLE"
